City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Adrar,MR,20.5022,-10.0711,76.96,22,87,10.96,overcast clouds
468,Nantucket,US,41.2835,-70.0995,42.91,56,0,6.91,clear sky
469,Catabola,AO,-12.15,17.2833,61.66,90,100,1.66,light rain
470,Ravar,IR,31.2656,56.8055,52.07,54,0,0.92,clear sky
471,Coquimbo,CL,-29.9533,-71.3436,58.73,88,0,1.14,clear sky
472,Snezhnogorsk,RU,69.1933,33.2531,24.58,91,53,6.31,broken clouds
473,Ust-Maya,RU,60.4167,134.5333,-18.27,93,100,4.63,overcast clouds
474,Lata,PT,40.1629,-8.3327,58.91,93,100,6.91,overcast clouds
475,Yima,CN,34.7381,111.8839,53.98,36,77,5.21,broken clouds
476,Byron Bay,AU,-28.65,153.6167,84.7,49,0,11.05,clear sky
477,Waingapu,ID,-9.6567,120.2641,86.31,67,33,6.38,scattered clouds
478,Dubbo,AU,-32.25,148.6167,68.13,45,40,17.27,scattered clouds
479,Kochevo,RU,59.5994,54.3125,12.88,84,100,10.45,overcast clouds
480,Hamilton,US,39.1834,-84.5333,36.99,72,0,10.36,clear sky
481,Alexandria,EG,31.2156,29.9553,68.54,54,75,9.6,broken clouds
482,Avera,US,33.194,-82.5271,51.31,58,100,9.35,overcast clouds
483,Milicz,PL,51.5277,17.2714,38.86,85,4,6.15,clear sky
484,Cascais,PT,38.6979,-9.4215,63.52,82,98,17.0,overcast clouds
485,Lamu,KE,-2.2717,40.902,77.22,87,100,3.31,moderate rain
486,Riyadh,SA,24.6877,46.7219,68.14,34,0,8.63,clear sky
487,Concepcion Del Oro,MX,24.6333,-101.4167,60.64,19,0,3.76,clear sky
488,Iracoubo,GF,5.4802,-53.2011,79.09,84,13,11.83,few clouds
489,Amapa,BR,1.0,-52.0,73.38,91,7,3.6,clear sky
490,Ishigaki,JP,24.3448,124.1572,78.93,69,75,9.22,broken clouds
491,Qingdao,CN,36.0986,120.3719,47.8,71,0,4.47,clear sky
492,Sawakin,SD,19.1059,37.3321,79.27,70,15,5.82,few clouds
493,Catamarca,AR,-28.4696,-65.7852,76.77,45,0,5.01,clear sky
494,Tres Arroyos,AR,-38.3739,-60.2798,50.74,92,1,7.2,clear sky
495,Roura,GF,4.7263,-52.3274,80.51,83,20,3.44,few clouds
496,Deep River,CA,46.1001,-77.4995,25.95,62,80,3.47,broken clouds
497,Pitimbu,BR,-7.4706,-34.8086,77.59,78,14,9.93,few clouds
498,Wahiawa,US,21.5028,-158.0236,80.92,60,40,14.97,scattered clouds
499,Muroto,JP,33.2833,134.15,62.31,52,29,5.14,scattered clouds
500,Nemuro,JP,43.3236,145.575,41.79,71,99,9.86,overcast clouds
501,Sri Aman,MY,1.2376,111.4621,78.85,89,40,3.44,scattered clouds
502,Bud,US,39.447,-86.1758,38.05,72,49,7.18,scattered clouds
503,Pavilosta,LV,56.8879,21.1859,40.91,89,100,4.45,overcast clouds
504,Oktyabrskoye,RU,43.0645,44.7417,39.34,80,100,6.71,overcast clouds
505,Igarka,RU,67.4667,86.5833,-24.52,90,4,6.11,clear sky
506,Birsk,RU,55.4211,55.5428,20.68,91,100,14.29,light snow
507,Diego De Almagro,CL,-26.3667,-70.05,65.3,30,3,0.85,clear sky
508,Mitsamiouli,KM,-11.3847,43.2844,77.86,81,11,9.17,few clouds
509,Bystrice Pod Hostynem,CZ,49.3992,17.674,37.71,92,2,1.52,clear sky
510,Quthing,LS,-30.4,27.7003,57.43,53,56,3.29,broken clouds
511,Ulaanbaatar,MN,47.9077,106.8832,1.53,78,26,2.24,scattered clouds
512,Xining,CN,36.6167,101.7667,34.9,55,96,2.98,overcast clouds
513,Iskateley,RU,67.6803,53.1512,1.49,99,91,1.83,overcast clouds
514,Barabash,RU,43.2,131.4833,39.16,44,3,5.57,clear sky
515,Beyneu,KZ,45.3167,55.2,37.69,65,97,21.7,overcast clouds
516,Asfi,MA,32.2994,-9.2372,67.26,63,100,5.61,overcast clouds
517,Dubinino,RU,55.6192,89.0911,38.08,77,99,14.43,overcast clouds
518,Sechura,PE,-5.5569,-80.8222,63.7,84,20,13.78,few clouds
519,Ponta Grossa,BR,-25.095,-50.1619,61.12,95,100,3.6,overcast clouds
520,Jiwani,PK,25.05,61.7417,78.42,72,0,3.91,clear sky
521,Anloga,GH,5.7947,0.8973,80.71,77,10,7.4,clear sky
522,Guarapari,BR,-20.6667,-40.4975,76.89,86,100,13.71,moderate rain
523,Pryazha,RU,61.6926,33.6216,31.24,99,100,2.93,light snow
524,Upata,VE,8.0086,-62.3989,75.2,92,12,4.88,few clouds
525,Ures,MX,29.4333,-110.4,64.56,42,94,3.89,overcast clouds
526,Hamina,FI,60.5697,27.1979,42.08,97,100,13.78,heavy intensity rain
527,Sicamous,CA,50.8331,-118.9856,32.97,97,27,3.24,scattered clouds
528,Kangaba,ML,11.9333,-8.4167,75.15,67,83,2.73,broken clouds
529,Spornoye,RU,50.8448,37.2913,27.66,72,8,3.71,clear sky
530,Westport,US,41.1415,-73.3579,40.75,60,0,5.75,clear sky
531,Townsville,AU,-19.25,146.8,88.68,48,40,8.05,scattered clouds
532,West Wendover,US,40.7391,-114.0733,33.01,60,0,3.44,clear sky
533,Casper,US,42.8666,-106.3131,27.72,77,100,10.36,overcast clouds
534,Kemijarvi,FI,66.7131,27.4306,29.84,94,98,5.19,overcast clouds
535,Celestun,MX,20.8667,-90.4,78.24,77,61,13.44,broken clouds
536,Masallatah,LY,32.6167,14.0,63.43,67,0,5.08,clear sky
537,Gao,ML,16.6362,1.637,70.59,17,18,11.32,few clouds
538,Omboue,GA,-1.5746,9.2618,74.84,92,100,6.42,overcast clouds
539,Turcianske Teplice,SK,48.8623,18.8605,31.42,85,11,3.31,few clouds
540,Wajima,JP,37.4,136.9,59.68,51,40,5.75,scattered clouds
541,Severo-Yeniseyskiy,RU,60.3725,93.0408,4.15,96,100,4.65,light snow
542,Marsabit,KE,2.3284,37.9899,64.13,83,57,12.53,light rain
543,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,94,75,10.04,mist
544,Naron,ES,43.5167,-8.1528,62.02,88,100,23.53,overcast clouds
545,Bose,IT,45.4612,8.0137,46.2,96,70,1.9,broken clouds
546,Mogadishu,SO,2.0371,45.3438,78.4,80,17,10.13,light rain
547,Touros,BR,-5.1989,-35.4608,78.66,76,59,12.12,broken clouds
548,Jijiga,ET,9.35,42.8,56.88,38,0,8.3,clear sky
549,Horki,BY,54.2861,30.9842,30.78,92,32,6.4,scattered clouds
550,Mount Gambier,AU,-37.8333,140.7667,53.51,71,75,17.27,light rain
551,Harindanga,IN,22.0383,88.3214,68.79,50,5,8.01,clear sky
552,Barth,DE,54.3635,12.7249,43.05,88,0,9.8,clear sky
553,Samarai,PG,-10.6167,150.6667,84.81,73,100,11.74,overcast clouds
554,Nenjiang,CN,49.1833,125.2167,26.31,56,4,5.39,clear sky
555,Tucumcari,US,35.1717,-103.725,34.95,86,0,8.05,clear sky
556,Kralendijk,BQ,12.15,-68.2667,82.38,89,75,11.5,broken clouds
557,Cururupu,BR,-1.8283,-44.8683,78.06,82,85,6.26,overcast clouds
558,Vao,NC,-22.6667,167.4833,74.71,75,2,6.08,clear sky
559,San Carlos,VE,9.6612,-68.5827,74.08,92,94,3.15,overcast clouds
560,Belle Glade,US,26.6845,-80.6676,75.06,79,0,8.32,clear sky
561,Kaura Namoda,NG,12.5898,6.5779,68.0,24,93,9.22,overcast clouds
562,Qasigiannguit,GL,68.8193,-51.1922,28.65,90,100,15.59,light snow
563,Umm Lajj,SA,25.0213,37.2685,77.07,61,0,4.18,clear sky
564,Khipro,PK,25.8285,69.3772,70.05,49,43,12.1,scattered clouds
565,Izumo,JP,35.3667,132.7667,58.95,77,40,2.3,scattered clouds
566,Les Cayes,HT,18.2,-73.75,76.42,83,0,4.54,clear sky
567,Nhulunbuy,AU,-12.2333,136.7667,90.21,55,100,10.36,overcast clouds
568,Katsuura,JP,35.1333,140.3,58.06,89,100,17.76,overcast clouds
569,Kashi,CN,39.4547,75.9797,36.61,44,0,8.95,clear sky
570,Rust,DE,48.2667,7.7333,57.7,75,75,3.44,broken clouds
571,Labuhan,ID,-6.8844,112.2051,84.65,70,100,0.72,overcast clouds
572,Amahai,ID,-3.3333,128.9167,86.5,66,77,4.45,broken clouds
573,Yako,BF,12.9667,-2.2667,75.31,24,4,9.64,clear sky
574,Korem,ET,12.5058,39.5228,47.53,63,0,1.86,clear sky
575,Shinshiro,JP,34.9,137.5,61.45,51,3,9.4,clear sky
576,Veraval,IN,20.9,70.3667,75.2,52,2,7.49,clear sky
577,Derbent,RU,42.0678,48.2899,49.5,69,100,13.69,overcast clouds
578,Port Lincoln,AU,-34.7333,135.8667,57.09,54,91,11.41,overcast clouds
579,Mormugao,IN,15.4,73.8,76.26,88,20,2.3,few clouds
580,Sorland,NO,67.667,12.6934,42.66,69,4,20.38,clear sky
581,Lisakovsk,KZ,52.5369,62.4936,21.33,92,100,14.36,overcast clouds
582,Ruteng,ID,-8.6136,120.4721,76.03,66,29,0.87,scattered clouds
583,Agirish,RU,61.9247,63.0231,-0.44,91,100,11.23,overcast clouds
584,Lumeje,AO,-11.55,20.7833,63.7,94,92,3.36,overcast clouds
585,Sinjar,IQ,36.3209,41.8754,54.66,44,0,2.21,clear sky
586,Pundaguitan,PH,6.3711,126.1689,83.08,76,87,7.16,overcast clouds
587,Lensk,RU,60.7253,114.9278,-20.69,98,27,4.23,scattered clouds
588,Dale,US,38.1689,-86.99,41.18,56,0,8.05,clear sky
589,Bulnes,CL,-36.7423,-72.2985,63.36,80,5,4.79,clear sky
590,Vitre,FR,48.1178,-1.2058,52.68,78,100,16.02,overcast clouds
591,Phibun Mangsahan,TH,15.2447,105.2291,80.58,69,20,2.51,few clouds
592,Guerrero Negro,MX,27.9769,-114.0611,64.33,56,99,8.08,overcast clouds
593,Bandarbeyla,SO,9.4942,50.8122,76.84,73,7,13.62,clear sky
594,Muros,ES,42.7762,-9.0603,60.84,87,100,25.52,light rain
595,Naze,JP,28.3667,129.4833,67.12,72,100,11.39,overcast clouds
596,Mayo,US,38.8876,-76.5119,43.09,78,40,3.44,scattered clouds
597,Belaya Gora,RU,68.5333,146.4167,-28.48,100,41,3.31,scattered clouds
598,Kawalu,ID,-7.3817,108.2082,78.03,87,100,0.27,overcast clouds
599,Vilhena,BR,-12.7406,-60.1458,71.78,74,30,2.1,heavy intensity rain
600,Todos Santos,MX,23.45,-110.2167,73.04,73,10,4.34,clear sky
601,Okhotsk,RU,59.3833,143.3,13.26,90,100,6.82,overcast clouds
602,Souris,CA,49.6172,-100.2612,17.46,97,100,4.63,overcast clouds
603,Kalianget,ID,-7.05,113.9333,85.35,66,100,4.81,overcast clouds
604,Anadyr,RU,64.75,177.4833,28.9,86,0,15.66,clear sky
605,Ust-Nera,RU,64.5667,143.2,-11.76,97,100,6.13,light snow
606,Sahuaripa,MX,29.05,-109.2333,64.62,50,100,2.55,overcast clouds
607,Carsamba,TR,41.1989,36.7219,53.78,93,75,3.44,broken clouds
608,Andros,GR,37.8333,24.9333,59.74,62,1,13.0,clear sky
609,Villazon,BO,-22.0866,-65.5942,47.32,65,0,9.26,clear sky
610,Novopskov,UA,49.5464,39.0899,27.79,72,3,4.34,clear sky
611,Hammerfest,NO,70.6634,23.6821,37.85,87,100,9.22,overcast clouds
612,Saint Anthony,US,45.0205,-93.218,30.65,90,100,11.5,overcast clouds
613,Itoman,JP,26.1247,127.6694,73.42,76,75,9.22,broken clouds
614,Le Port,RE,-20.9373,55.2919,71.26,59,48,2.95,scattered clouds
615,Sayat,TM,38.7839,63.8803,42.67,63,7,6.33,clear sky
616,Garden City,US,42.3256,-83.331,37.89,55,100,4.61,overcast clouds
617,Belmonte,BR,-15.8631,-38.8828,75.88,91,99,8.59,overcast clouds
618,Inuvik,CA,68.3499,-133.7218,16.56,89,100,13.8,light snow
619,Kurilsk,RU,45.2333,147.8833,38.91,62,99,7.23,overcast clouds
620,Pontes E Lacerda,BR,-15.2261,-59.3353,70.59,91,100,4.5,overcast clouds
621,Laguna,US,38.421,-121.4238,55.38,60,0,4.61,clear sky
622,Chifeng,CN,42.2683,118.9636,32.49,63,57,8.28,broken clouds
623,Pingliang,CN,35.5392,106.6861,45.5,50,82,3.53,broken clouds
624,Rio Grande,BR,-32.035,-52.0986,62.74,84,40,17.38,scattered clouds
625,Belle Fourche,US,44.6714,-103.8522,28.51,68,100,12.77,light snow
626,Suihua,CN,46.6406,126.9969,28.17,56,7,5.1,clear sky
627,Elk,PL,53.8282,22.3647,38.48,96,49,5.68,scattered clouds
628,Shitanjing,CN,39.2342,106.3439,38.93,23,1,1.92,clear sky
629,Locri,IT,38.2414,16.2623,58.32,84,33,9.01,scattered clouds
630,Singapore,SG,1.2897,103.8501,80.2,81,75,2.3,broken clouds
631,Beloha,MG,-25.1667,45.05,74.16,81,92,4.61,overcast clouds
632,Rezina,MD,47.7492,28.9622,39.22,77,93,5.53,overcast clouds
633,Quelimane,MZ,-17.8786,36.8883,75.15,88,40,5.99,scattered clouds
634,Doha,QA,25.2867,51.5333,78.78,63,0,5.75,clear sky
635,Coihueco,CL,-36.6167,-71.8333,61.54,77,0,6.91,clear sky
636,Stokmarknes,NO,68.5646,14.9108,33.78,86,7,3.44,clear sky
637,Grindavik,IS,63.8424,-22.4338,43.27,87,75,6.91,broken clouds
638,Fukue,JP,32.6881,128.8419,57.56,62,75,9.22,broken clouds
639,Gambela,ET,8.25,34.5833,69.44,84,0,2.86,light rain
640,Jinchang,CN,38.4953,102.1739,41.23,26,100,1.52,overcast clouds
641,Ulladulla,AU,-35.35,150.4667,66.43,53,32,10.02,light rain
642,Marienburg,PL,54.0359,19.0266,45.84,91,97,6.67,overcast clouds
643,Chalus,IR,36.655,51.4204,54.86,88,40,2.3,scattered clouds
644,Ferme-Neuve,CA,46.7001,-75.4493,26.76,58,42,5.55,scattered clouds
645,Arlit,NE,18.7369,7.3853,66.45,19,38,7.61,scattered clouds
646,Eureka,US,40.8021,-124.1637,49.93,93,0,1.01,clear sky
647,Gushikawa,JP,26.3544,127.8686,72.63,76,100,10.36,overcast clouds
648,Acapulco,MX,16.8634,-99.8901,78.96,85,0,7.49,clear sky
649,Olafsvik,IS,64.8945,-23.7142,44.83,78,100,4.43,overcast clouds
650,Orlik,RU,52.5178,99.825,14.38,83,99,3.4,overcast clouds
651,Emba,KZ,48.8264,58.1442,26.58,88,100,18.7,light snow
652,Nanakuli,US,21.3906,-158.1547,84.15,47,0,14.97,clear sky
653,Qeshm,IR,26.9581,56.2719,73.29,67,0,3.36,light rain
654,Mareeba,AU,-17.0,145.4333,93.43,42,58,4.99,broken clouds
655,Kismayo,SO,-0.3582,42.5454,78.26,83,75,6.24,broken clouds
656,Buchanan,LR,5.8808,-10.0467,76.44,89,100,5.84,moderate rain
657,Bajil,YE,15.0584,43.2851,76.91,72,0,3.53,clear sky
658,Wagar,SD,16.1525,36.2032,76.59,61,0,6.64,clear sky
659,Kutum,SD,14.2,24.6667,58.93,28,99,6.44,overcast clouds
660,Tambun,ID,-6.2641,107.0712,84.24,79,20,5.75,haze
661,Marawi,PH,7.9986,124.2928,81.39,62,99,3.0,overcast clouds
662,Mariestad,SE,58.7097,13.8237,46.87,94,100,6.2,overcast clouds
663,Pleasant Point,NZ,-44.2667,171.1333,66.27,78,72,8.01,broken clouds
664,Senador Guiomard,BR,-10.1522,-67.7392,80.35,93,100,0.49,overcast clouds
665,Santa Cruz De La Palma,ES,28.6835,-17.7642,78.13,73,0,6.91,clear sky
666,Kiama,AU,-34.6833,150.8667,74.37,69,26,5.01,scattered clouds
667,Aitape,PG,-3.1374,142.3475,76.93,92,100,4.03,moderate rain
668,Oda,JP,35.1833,132.5,56.17,66,100,11.12,overcast clouds
669,Toropets,RU,56.4978,31.6353,33.6,88,100,5.82,overcast clouds
670,Kochki,RU,54.3358,80.4806,36.05,97,100,17.36,light rain
671,Suruc,TR,36.9761,38.425,56.1,49,0,3.98,clear sky
672,Aleksandrovskoye,RU,44.7142,43.0008,33.55,86,9,6.26,clear sky
673,Jalingo,NG,8.8833,11.3667,74.44,35,2,2.89,clear sky
674,Hobyo,SO,5.3505,48.5268,79.34,72,1,11.97,clear sky
675,Esmeralda,CU,21.8525,-78.1169,75.16,87,1,6.71,clear sky
676,Karratha,AU,-20.7377,116.8463,83.86,38,3,7.56,moderate rain
677,Naryan-Mar,RU,67.6713,53.087,1.76,99,87,2.13,overcast clouds
678,Mangochi,MW,-14.4782,35.2645,74.16,75,99,9.75,light rain
679,Palora,EC,-1.7,-77.9333,66.07,98,100,2.86,moderate rain
680,Talaya,RU,61.3833,152.75,-13.38,99,73,0.87,broken clouds
681,Santa Cruz,BO,-17.8,-63.1667,78.26,57,75,10.36,broken clouds
682,Tecoanapa,MX,16.5167,-98.75,79.65,79,4,6.96,clear sky
683,Suoyarvi,RU,62.0833,32.35,32.85,99,100,4.32,light snow
684,Yaan,NG,7.3833,8.5667,72.23,38,94,2.84,overcast clouds
685,Valparaiso,CL,-33.0393,-71.6273,65.84,59,0,9.22,clear sky
686,Tsalka,GE,41.5946,44.0891,32.9,87,38,4.88,scattered clouds
687,Pokhara,NP,28.2333,83.9833,61.7,54,0,1.32,clear sky
688,Tumaco,CO,1.7986,-78.8156,75.51,81,24,7.23,few clouds
689,Pacific Grove,US,36.6177,-121.9166,56.01,82,0,5.75,clear sky
690,Mao,ES,39.8885,4.2658,66.76,88,75,11.5,broken clouds
691,Half Moon Bay,US,37.4636,-122.4286,57.11,67,0,0.0,clear sky
692,Acajutla,SV,13.5928,-89.8275,79.16,76,82,4.85,broken clouds
693,Mokhsogollokh,RU,61.4681,128.9203,-25.17,93,94,5.97,overcast clouds
694,Krasnoselkup,RU,65.7,82.4667,-14.98,91,53,10.33,broken clouds
695,Seymchan,RU,62.8833,152.4333,-17.7,95,100,0.87,overcast clouds
696,Rylsk,RU,51.5655,34.6822,29.53,70,7,1.68,clear sky
697,Axim,GH,4.8699,-2.2405,76.93,88,60,5.75,light rain
698,Talcahuano,CL,-36.7167,-73.1167,58.68,88,0,10.36,clear sky
699,Birao,CF,10.2849,22.7882,67.26,33,57,5.79,broken clouds
700,Ciudad Real,ES,39.0,-4.0,58.14,90,100,5.99,overcast clouds
701,Iranshahr,IR,27.2025,60.6848,67.69,41,0,5.82,clear sky
702,Sar-E Pul,AF,35.8333,66.1667,39.4,31,1,7.0,clear sky
703,Mbaiki,CF,3.8678,17.9892,70.7,77,14,1.43,few clouds
